particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 1290,0.51,0.81,7.19247e-16,-6.65201e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.20379e-14,-5.48173e-15,-8.78689e-14
particle 1291,0.51,0.83,6.92269e-16,6.63951e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.25133e-14,7.68654e-15,-8.6139e-14
particle 1292,0.51,0.85,7.43886e-16,2.45854e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.80541e-14,1.76986e-15,1.40417e-13
particle 1293,0.51,0.87,8.83091e-16,3.81503e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.55955e-14,2.52135e-14,1.05362e-13
particle 1294,0.51,0.89,7.60155e-16,-3.6212e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.26215e-14,-2.08725e-14,1.04574e-13
particle 1295,0.51,0.91,6.71779e-16,-2.4728e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.86427e-14,-2.32696e-15,1.38323e-13
particle 1296,0.51,0.93,7.19247e-16,-6.66141e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.20379e-14,-5.39846e-15,-8.63803e-14
particle 1297,0.51,0.95,7.81674e-16,6.52281e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.80223e-14,1.01263e-14,-8.74083e-14
particle 1298,0.51,0.97,8.86984e-16,2.45614e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.91397e-14,1.459e-15,1.33114e-13
particle 1299,0.51,0.99,1.03713e-15,7.24977e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.62347e-14,3.58984e-14,1.02111e-13
particle 1300,0.53,0.01,-5.83264e-16,-3.32298e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.19494e-14,1.86075e-14,7.93256e-14
particle 1301,0.53,0.03,-4.23266e-16,-3.68376e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.13386e-14,1.50463e-14,6.67842e-14
particle 1302,0.53,0.05,-6.79153e-16,-5.32266e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.58555e-14,1.57993e-14,5.1798e-14
particle 1303,0.53,0.07,-5.41668e-16,3.60403e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.188e-14,-2.20145e-14,5.27355e-14
particle 1304,0.53,0.09,-4.83414e-16,1.09226e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.40996e-14,-1.26604e-14,6.38966e-14
particle 1305,0.53,0.11,-3.9224e-16,2.2086e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.13421e-14,1.19847e-15,6.40325e-14
particle 1306,0.53,0.13,-4.48185e-16,1.83565e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.23281e-14,-1.67165e-15,8.46036e-14
particle 1307,0.53,0.15,-3.7734e-16,-1.22049e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.32196e-14,8.02725e-15,6.64425e-14
particle 1308,0.53,0.17,-4.1995e-16,1.68438e-17,0.43,0.991062,0.0240029,1074.74,716.491,-2.28499e-14,-4.70809e-15,3.83749e-14
particle 1309,0.53,0.19,-4.56204e-16,6.39237e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.20327e-14,-1.7868e-14,7.50324e-14
particle 1310,0.53,0.21,-4.40753e-16,-7.27579e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.32777e-15,1.37115e-14,7.5661e-14
particle 1311,0.53,0.23,-4.43614e-16,-1.18392e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.91331e-14,3.33978e-15,3.73489e-14
particle 1312,0.53,0.25,-5.08539e-16,1.08239e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.80019e-14,-2.73751e-14,7.28459e-14
particle 1313,0.53,0.27,-4.39892e-16,-6.17807e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.71652e-14,7.60879e-15,1.17733e-13
particle 1314,0.53,0.29,-3.10837e-16,-2.80002e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.40676e-14,4.60567e-15,1.16359e-14
particle 1315,0.53,0.31,-5.06771e-16,2.74254e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.91668e-14,-2.22855e-14,2.26835e-14
particle 1316,0.53,0.33,-5.16066e-16,-8.71092e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.91229e-14,8.21597e-15,1.32593e-13
particle 1317,0.53,0.35,-3.03231e-16,-2.5609e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.78073e-14,1.35466e-14,1.9825e-14
particle 1318,0.53,0.37,-5.15931e-16,2.78031e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.27168e-14,-1.78156e-14,2.62654e-14
particle 1319,0.53,0.39,-5.16054e-16,-7.97557e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.91218e-14,9.02148e-15,1.3369e-13
particle 1320,0.53,0.41,-3.03231e-16,-2.55079e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.78073e-14,1.70993e-14,2.03574e-14
particle 1321,0.53,0.43,-5.15828e-16,2.77171e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.26915e-14,-1.76503e-14,2.60987e-14
particle 1322,0.53,0.45,-5.29777e-16,-7.28709e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.86708e-14,9.71881e-15,1.32382e-13
particle 1323,0.53,0.47,-2.84081e-16,-2.51325e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.98226e-14,1.95334e-14,1.51969e-14
particle 1324,0.53,0.49,-3.1516e-16,3.05118e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.24172e-14,-2.25742e-15,1.15232e-14
particle 1325,0.53,0.51,-4.49152e-16,7.03359e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.95787e-14,-1.8467e-14,1.09119e-13
particle 1326,0.53,0.53,-4.98104e-16,-4.72671e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.16897e-14,-2.54582e-14,1.12321e-13
particle 1327,0.53,0.55,-5.86402e-16,-2.30648e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51673e-14,6.37741e-15,1.40732e-13
particle 1328,0.53,0.57,-4.45134e-16,-6.52965e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.18436e-14,-5.77316e-15,-7.70756e-14
particle 1329,0.53,0.59,-4.79391e-16,6.48745e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.27663e-14,6.76898e-15,-8.04815e-14
particle 1330,0.53,0.61,-5.50591e-16,2.50697e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38121e-14,-4.63008e-15,1.38476e-13
particle 1331,0.53,0.63,-4.34186e-16,5.58444e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.83362e-14,1.51736e-14,1.10351e-13
particle 1332,0.53,0.65,-5.06775e-16,-5.08016e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.5606e-14,-1.61435e-14,1.09158e-13
particle 1333,0.53,0.67,-5.84608e-16,-2.40924e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.89613e-14,3.45347e-15,1.37779e-13
particle 1334,0.53,0.69,-3.93499e-16,-6.42854e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16771e-14,-5.77316e-15,-7.95995e-14
particle 1335,0.53,0.71,-4.79412e-16,6.50395e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.2767e-14,9.37765e-15,-7.99109e-14
particle 1336,0.53,0.73,-5.50591e-16,2.50697e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38121e-14,-4.63008e-15,1.38564e-13
particle 1337,0.53,0.75,-4.34186e-16,5.58444e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.83362e-14,1.51736e-14,1.10372e-13
particle 1338,0.53,0.77,-5.06775e-16,-5.08016e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.5606e-14,-1.61435e-14,1.09159e-13
particle 1339,0.53,0.79,-5.84608e-16,-2.40924e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.89613e-14,3.45347e-15,1.37779e-13
particle 1340,0.53,0.81,-3.93499e-16,-6.42854e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16771e-14,-5.77316e-15,-7.95995e-14
particle 1341,0.53,0.83,-4.79412e-16,6.50395e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.2767e-14,9.37765e-15,-7.99107e-14
particle 1342,0.53,0.85,-5.50592e-16,2.50697e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.38121e-14,-4.63009e-15,1.38567e-13
particle 1343,0.53,0.87,-4.34186e-16,5.58207e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.83362e-14,1.51458e-14,1.10408e-13
particle 1344,0.53,0.89,-5.06838e-16,-5.09469e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.56092e-14,-1.62284e-14,1.09243e-13
particle 1345,0.53,0.91,-5.87279e-16,-2.4105e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.89606e-14,3.42606e-15,1.37968e-13
particle 1346,0.53,0.93,-3.93484e-16,-6.42395e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.16771e-14,-4.91274e-15,-7.88561e-14
particle 1347,0.53,0.95,-3.2597e-16,6.48061e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.57907e-14,8.99394e-15,-7.97817e-14
particle 1348,0.53,0.97,-4.80089e-16,2.51038e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.19703e-14,-5.02759e-15,1.36627e-13
particle 1349,0.53,0.99,-5.55757e-16,7.45114e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.6638e-14,3.54364e-14,1.08386e-13
particle 1350,0.55,0.01,-2.39096e-15,-2.22079e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.4988e-15,3.24046e-14,1.02448e-13
particle 1351,0.55,0.03,-2.62489e-15,-4.28989e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.32667e-17,5.98133e-15,8.94621e-14
particle 1352,0.55,0.05,-2.48703e-15,-5.33352e-16,0.43,0.991062,0.0240029,1074.74,716.491,8.74301e-15,1.01585e-14,7.34089e-14
particle 1353,0.55,0.07,-2.49035e-15,2.19314e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.4988e-15,-1.91097e-14,7.39394e-14
particle 1354,0.55,0.09,-2.42122e-15,1.17952e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.19189e-15,-4.70457e-15,8.50186e-14
particle 1355,0.55,0.11,-2.46728e-15,3.19292e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.80012e-15,-1.92901e-15,8.60753e-14
particle 1356,0.55,0.13,-2.4563e-15,1.8151e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.10383e-15,-5.27356e-16,1.08251e-13
particle 1357,0.55,0.15,-2.50788e-15,-1.15226e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.60343e-15,3.60822e-15,9.03298e-14
particle 1358,0.55,0.17,-2.55663e-15,-1.40942e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.16254e-15,1.26288e-15,5.89374e-14
particle 1359,0.55,0.19,-2.40376e-15,7.58235e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.41474e-15,-1.00614e-14,9.86829e-14
particle 1360,0.55,0.21,-2.44405e-15,-8.12195e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.50158e-14,9.8116e-15,9.95705e-14
particle 1361,0.55,0.23,-2.53569e-15,-1.51647e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.16414e-15,-5.38458e-15,5.75153e-14
particle 1362,0.55,0.25,-2.51278e-15,1.09708e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.57727e-15,-2.12746e-14,9.43435e-14
particle 1363,0.55,0.27,-2.4796e-15,-4.74021e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.1019e-14,4.88498e-15,1.43269e-13
particle 1364,0.55,0.29,-2.20988e-15,-2.44575e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.88178e-16,5.02376e-15,5.01704e-14
particle 1365,0.55,0.31,-2.48e-15,2.19361e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.63358e-15,-2.2371e-14,5.69745e-14
particle 1366,0.55,0.33,-2.49145e-15,-3.91462e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.63758e-15,-3.17801e-15,1.58254e-13
particle 1367,0.55,0.35,-2.1782e-15,-2.15399e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.32667e-17,1.6806e-14,5.76028e-14
particle 1368,0.55,0.37,-2.49517e-15,2.26143e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.30451e-15,-1.79717e-14,6.0281e-14
particle 1369,0.55,0.39,-2.49145e-15,-1.67092e-17,0.43,0.991062,0.0240029,1074.74,716.491,1.63758e-15,-4.06619e-15,1.58988e-13
particle 1370,0.55,0.41,-2.19843e-15,-2.15383e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.32667e-17,1.68615e-14,5.78411e-14
particle 1371,0.55,0.43,-2.49264e-15,2.26937e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.19269e-15,-1.71529e-14,6.00299e-14
particle 1372,0.55,0.45,-2.47628e-15,1.99484e-17,0.43,0.991062,0.0240029,1074.74,716.491,6.07847e-15,-2.91434e-16,1.57293e-13
particle 1373,0.55,0.47,-2.15032e-15,-1.98883e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.32587e-15,2.90046e-14,5.30162e-14
particle 1374,0.55,0.49,-2.31741e-15,2.72894e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.05151e-15,-6.45317e-15,5.10427e-14
particle 1375,0.55,0.51,-2.36836e-15,6.82748e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.498e-16,-1.95122e-14,1.39469e-13
particle 1376,0.55,0.53,-2.3246e-15,-5.34379e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.57887e-15,-2.01644e-14,1.38824e-13
particle 1377,0.55,0.55,-2.37421e-15,-2.42272e-15,0.43,0.991062,0.0240029,1074.74,716.491,6.07847e-15,2.58127e-15,1.64841e-13
particle 1378,0.55,0.57,-2.29639e-15,-6.37459e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11855e-14,1.88738e-15,-4.85031e-14
particle 1379,0.55,0.59,-2.34427e-15,6.1881e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.60503e-15,1.81799e-15,-5.31105e-14
particle 1380,0.55,0.61,-2.37231e-15,2.54261e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.57567e-15,-3.28904e-15,1.61318e-13
particle 1381,0.55,0.63,-2.43283e-15,6.09788e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.4964e-15,1.26288e-14,1.35476e-13
particle 1382,0.55,0.65,-2.42556e-15,-4.93929e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.02536e-15,-1.64729e-14,1.36287e-13
particle 1383,0.55,0.67,-2.3464e-15,-2.47913e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.52576e-15,-2.66454e-15,1.65114e-13
particle 1384,0.55,0.69,-2.22561e-15,-6.3392e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11855e-14,1.88738e-15,-4.92323e-14
particle 1385,0.55,0.71,-2.32531e-15,6.1868e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,1.72085e-15,-5.24522e-14
particle 1386,0.55,0.73,-2.37231e-15,2.54261e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.57567e-15,-3.28904e-15,1.61377e-13
particle 1387,0.55,0.75,-2.43283e-15,6.09788e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.4964e-15,1.26288e-14,1.35477e-13
particle 1388,0.55,0.77,-2.42556e-15,-4.93929e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.02536e-15,-1.64729e-14,1.36287e-13
particle 1389,0.55,0.79,-2.3464e-15,-2.47913e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.52576e-15,-2.66454e-15,1.65114e-13
particle 1390,0.55,0.81,-2.22561e-15,-6.3392e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.11855e-14,1.88738e-15,-4.92323e-14
particle 1391,0.55,0.83,-2.32531e-15,6.1868e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.16094e-15,1.72085e-15,-5.24522e-14
particle 1392,0.55,0.85,-2.37231e-15,2.54253e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.57567e-15,-3.31679e-15,1.61384e-13
particle 1393,0.55,0.87,-2.43283e-15,6.09788e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.4964e-15,1.26288e-14,1.35546e-13
particle 1394,0.55,0.89,-2.42588e-15,-4.90256e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.02536e-15,-1.29341e-14,1.36442e-13
particle 1395,0.55,0.91,-2.35778e-15,-2.48798e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.96985e-15,-2.55351e-15,1.65406e-13
particle 1396,0.55,0.93,-2.23193e-15,-6.35413e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.40914e-15,1.88738e-15,-4.78862e-14
particle 1397,0.55,0.95,-2.20585e-15,6.1008e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.60663e-15,2.31759e-15,-5.08551e-14
particle 1398,0.55,0.97,-2.33605e-15,2.45827e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.40998e-14,-2.48412e-15,1.58998e-13
particle 1399,0.55,0.99,-2.35683e-15,7.19247e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.10703e-15,3.11279e-14,1.3021e-13
particle 1400,0.57,0.01,-6.52323e-15,-4.62565e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.41154e-15,2.25514e-14,-1.18632e-13
particle 1401,0.57,0.03,-6.81191e-15,-4.62605e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.3628e-14,4.76008e-15,-1.40648e-13
particle 1402,0.57,0.05,-6.77367e-15,-3.56977e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.58207e-14,2.75752e-14,-1.54022e-13
particle 1403,0.57,0.07,-6.58628e-15,3.99086e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.96825e-15,-2.62013e-14,-1.46094e-13
particle 1404,0.57,0.09,-6.50728e-15,1.37387e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.55154e-14,-9.90874e-15,-1.32723e-13
particle 1405,0.57,0.11,-6.62618e-15,2.66202e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.51268e-14,-5.96745e-16,-1.33022e-13
particle 1406,0.57,0.13,-6.35456e-15,1.6883e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.96665e-15,-4.20497e-15,-1.09153e-13
particle 1407,0.57,0.15,-6.68448e-15,-1.72002e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.74305e-14,1.84575e-15,-1.40339e-13
particle 1408,0.57,0.17,-7.07247e-15,2.01143e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.90958e-14,-2.27596e-15,-1.80553e-13
particle 1409,0.57,0.19,-6.56052e-15,1.24746e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.04083e-14,2.63678e-16,-1.19514e-13
particle 1410,0.57,0.21,-6.50096e-15,-1.28523e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.21485e-15,4.30211e-16,-1.19066e-13
particle 1411,0.57,0.23,-6.98801e-15,-2.01064e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.6237e-14,-3.02536e-15,-1.78204e-13
particle 1412,0.57,0.25,-6.71766e-15,1.57051e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.93734e-14,-1.30035e-14,-1.31225e-13
particle 1413,0.57,0.27,-6.52766e-15,-4.91994e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.02696e-14,4.73233e-15,-7.52298e-14
particle 1414,0.57,0.29,-7.15005e-15,-3.02796e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.19029e-15,9.57567e-16,-1.85741e-13
particle 1415,0.57,0.31,-7.39472e-15,2.74533e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.71807e-14,-1.83742e-14,-1.81842e-13
particle 1416,0.57,0.33,-6.62491e-15,-4.97327e-17,0.43,0.991062,0.0240029,1074.74,716.491,4.2466e-15,-6.13398e-15,-6.24109e-14
particle 1417,0.57,0.35,-7.09324e-15,-2.88663e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.05471e-14,1.60427e-14,-1.75648e-13
particle 1418,0.57,0.37,-7.40673e-15,2.7891e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.385e-14,-1.38778e-14,-1.79051e-13
particle 1419,0.57,0.39,-6.6148e-15,-2.95078e-17,0.43,0.991062,0.0240029,1074.74,716.491,6.93889e-16,-6.13398e-15,-6.17907e-14
particle 1420,0.57,0.41,-7.09324e-15,-2.8664e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.05471e-14,1.60427e-14,-1.75593e-13
particle 1421,0.57,0.43,-7.40673e-15,2.79163e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.385e-14,-1.29896e-14,-1.79311e-13
particle 1422,0.57,0.45,-6.66473e-15,-1.60377e-17,0.43,0.991062,0.0240029,1074.74,716.491,-9.74221e-15,-1.6237e-15,-6.41311e-14
particle 1423,0.57,0.47,-7.11671e-15,-2.74817e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.24067e-14,2.25792e-14,-1.81534e-13
particle 1424,0.57,0.49,-7.45895e-15,3.1428e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.21292e-14,-6.95277e-15,-1.91591e-13
particle 1425,0.57,0.51,-6.72288e-15,7.54048e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.7478e-15,-2.14828e-14,-8.70342e-14
particle 1426,0.57,0.53,-6.50175e-15,-4.57114e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.44089e-16,-2.18991e-14,-7.78945e-14
particle 1427,0.57,0.55,-6.14583e-15,-2.28087e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.52496e-15,8.79852e-15,-4.49831e-14
particle 1428,0.57,0.57,-6.61227e-15,-6.85205e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.70168e-13
particle 1429,0.57,0.59,-6.53295e-15,6.77735e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77913e-14,1.45856e-14,-2.725e-13
particle 1430,0.57,0.61,-6.09488e-15,2.3545e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.68829e-15,-8.07687e-15,-4.73077e-14
particle 1431,0.57,0.63,-6.6246e-15,3.11036e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85803e-15,2.226e-14,-8.92943e-14
particle 1432,0.57,0.65,-6.7337e-15,-2.75643e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.10703e-15,-2.02616e-14,-8.79502e-14
particle 1433,0.57,0.67,-6.12245e-15,-2.37788e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.747e-15,6.96665e-15,-4.45196e-14
particle 1434,0.57,0.69,-6.59205e-15,-6.85205e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.70622e-13
particle 1435,0.57,0.71,-6.53295e-15,6.77735e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77913e-14,1.45856e-14,-2.72193e-13
particle 1436,0.57,0.73,-6.09488e-15,2.3545e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.68829e-15,-8.07687e-15,-4.72418e-14
particle 1437,0.57,0.75,-6.6246e-15,3.11036e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85803e-15,2.226e-14,-8.92933e-14
particle 1438,0.57,0.77,-6.7337e-15,-2.75643e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.10703e-15,-2.02616e-14,-8.79502e-14
particle 1439,0.57,0.79,-6.12245e-15,-2.37788e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.747e-15,6.96665e-15,-4.45196e-14
particle 1440,0.57,0.81,-6.59205e-15,-6.85205e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.70622e-13
particle 1441,0.57,0.83,-6.53295e-15,6.77735e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77913e-14,1.45856e-14,-2.7219e-13
particle 1442,0.57,0.85,-6.09488e-15,2.3545e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.68829e-15,-8.07687e-15,-4.71919e-14
particle 1443,0.57,0.87,-6.6246e-15,3.1072e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85803e-15,2.226e-14,-8.9126e-14
particle 1444,0.57,0.89,-6.7337e-15,-2.75643e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.10703e-15,-2.02616e-14,-8.77506e-14
particle 1445,0.57,0.91,-6.15358e-15,-2.37828e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.94289e-16,6.96665e-15,-4.44349e-14
particle 1446,0.57,0.93,-6.59837e-15,-6.83688e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18794e-14,-1.5668e-14,-2.68886e-13
particle 1447,0.57,0.95,-6.49258e-15,6.75045e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.47105e-14,1.15463e-14,-2.70542e-13
particle 1448,0.57,0.97,-6.11692e-15,2.44535e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.32907e-15,-1.1241e-15,-4.85366e-14
particle 1449,0.57,0.99,-6.47322e-15,6.28946e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.02141e-14,3.57908e-14,-8.25059e-14
particle 1450,0.59,0.01,6.77236e-15,-4.16558e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.81145e-14,2.24453e-14,-1.17378e-13
particle 1451,0.59,0.03,6.85891e-15,-4.92433e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.44247e-14,3.51096e-15,-1.39747e-13
particle 1452,0.59,0.05,6.91184e-15,-3.32334e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.8194e-14,2.3516e-14,-1.5433e-13
particle 1453,0.59,0.07,6.51738e-15,3.85652e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.51252e-15,-2.30548e-14,-1.49475e-13
particle 1454,0.59,0.09,6.41598e-15,1.64739e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.14573e-14,-8.45446e-15,-1.3721e-13
particle 1455,0.59,0.11,6.52347e-15,3.62784e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.55291e-14,-3.07402e-15,-1.35228e-13
